species_name,neighbourhood_name,date_planted
ZUMI,HASTINGS-SUNRISE,1997-11-06
ZUMI,HASTINGS-SUNRISE,1997-11-06
AMERICANA,HASTINGS-SUNRISE,1996-12-09
TULIPIFERA,HASTINGS-SUNRISE,2002-04-18
AMERICANA,HASTINGS-SUNRISE,1996-12-09
ZUMI,HASTINGS-SUNRISE,1999-12-21
ZUMI,HASTINGS-SUNRISE,1999-12-21
XX,KERRISDALE,2014-01-16
SYLVATICA,HASTINGS-SUNRISE,1995-10-25
SYLVATICA,HASTINGS-SUNRISE,1995-10-25
RUBRUM,HASTINGS-SUNRISE,2006-05-12
FREEMANI   X,KENSINGTON-CEDAR COTTAGE,2011-11-03
AMERICANA,KENSINGTON-CEDAR COTTAGE,2004-02-11
KOUSA,KILLARNEY,2013-01-25
RUBRUM,WEST END,2000-01-26
X YEDOENSIS,KERRISDALE,2008-01-31
BETULUS,GRANDVIEW-WOODLAND,2001-03-08
VIRGINIANA,MOUNT PLEASANT,1994-02-14
SYLVATICA,DUNBAR-SOUTHLANDS,2007-04-13
MORDENSIS,HASTINGS-SUNRISE,2005-03-04
GRANDIFLORA X,HASTINGS-SUNRISE,2015-01-15
ZUMI,HASTINGS-SUNRISE,1997-11-07
BETULUS,HASTINGS-SUNRISE,1993-11-18
BETULUS,HASTINGS-SUNRISE,1993-11-18
BETULUS,HASTINGS-SUNRISE,1993-11-18
FREEMANI   X,HASTINGS-SUNRISE,1996-12-06
SERRULATA,KILLARNEY,2012-03-21
X YEDOENSIS,DUNBAR-SOUTHLANDS,2013-10-25
ARIA,KILLARNEY,2011-12-12
SYLVATICA,STRATHCONA,2013-12-13
X YEDOENSIS,KILLARNEY,2012-03-29
XX,HASTINGS-SUNRISE,1999-11-25
XX,HASTINGS-SUNRISE,1999-11-25
XX,HASTINGS-SUNRISE,1999-11-25
XX,HASTINGS-SUNRISE,1999-11-29
BETULUS,KILLARNEY,2012-02-17
SALICINA,KILLARNEY,2012-02-15
SYLVATICA,RENFREW-COLLINGWOOD,2013-01-02
CERASIFERA,SUNSET,2013-11-01
GRANDIFLORA X,HASTINGS-SUNRISE,2014-11-19
CAMPESTRE,KITSILANO,2015-02-05
ALNIFOLIA,HASTINGS-SUNRISE,2001-01-05
ALNIFOLIA,HASTINGS-SUNRISE,2001-01-04
XX,KERRISDALE,2014-01-16
GRANDIFLORA X,WEST POINT GREY,2012-02-08
ALNIFOLIA,HASTINGS-SUNRISE,2001-01-03
ZUMI,HASTINGS-SUNRISE,1997-11-05
XX,KILLARNEY,1999-11-05
CERASIFERA,RENFREW-COLLINGWOOD,2013-10-23
CERASIFERA,HASTINGS-SUNRISE,2005-02-28
RUBRUM,GRANDVIEW-WOODLAND,2011-12-30
FREEMANI   X,MARPOLE,1999-04-16
SYLVATICA,DUNBAR-SOUTHLANDS,1998-11-30
RUBRUM,KERRISDALE,1999-03-31
KOUSA,ARBUTUS-RIDGE,1997-02-19
STYRACIFLUA,OAKRIDGE,1999-01-28
STYRACIFLUA,OAKRIDGE,1999-01-28
VIRGINIANA,DUNBAR-SOUTHLANDS,2010-11-08
TRUNCATUM,OAKRIDGE,1996-11-12
AMERICANA,OAKRIDGE,2005-03-29
PLATANOIDES,OAKRIDGE,1998-04-21
CERASIFERA,OAKRIDGE,2002-01-25
CERASIFERA,OAKRIDGE,2002-01-30
AMERICANA,OAKRIDGE,2002-01-18
AMERICANA,OAKRIDGE,2002-01-22
PENNSYLVANICA,OAKRIDGE,2002-01-31
SERRULATA,WEST POINT GREY,2019-03-28
XX,OAKRIDGE,2000-12-04
AMERICANA,OAKRIDGE,2002-02-01
XX,OAKRIDGE,2000-03-30
TRIACANTHOS,OAKRIDGE,1993-11-30
TRIACANTHOS,OAKRIDGE,1993-11-30
TRIACANTHOS,OAKRIDGE,1993-11-30
PLATANOIDES,OAKRIDGE,1993-12-10
PLATANOIDES,OAKRIDGE,1993-12-13
TRIACANTHOS,OAKRIDGE,1993-11-30
TRIACANTHOS,OAKRIDGE,1993-12-01
PLATANOIDES,OAKRIDGE,1993-11-30
PLATANOIDES,OAKRIDGE,1993-11-30
PLATANOIDES,OAKRIDGE,1993-11-29
TRIACANTHOS,OAKRIDGE,1993-11-30
TRIACANTHOS,OAKRIDGE,1993-11-30
TRUNCATUM,OAKRIDGE,1996-02-19
TRIACANTHOS,OAKRIDGE,1993-11-30
PLATANOIDES,OAKRIDGE,1993-12-15
PLATANOIDES,OAKRIDGE,1993-12-15
AMERICANA,OAKRIDGE,1993-12-14
PLATANOIDES,OAKRIDGE,2004-03-11
PLATANOIDES,OAKRIDGE,1993-12-15
AMERICANA,OAKRIDGE,1993-12-15
ZUMI,RENFREW-COLLINGWOOD,2007-03-22
BETULUS,HASTINGS-SUNRISE,1997-03-18
PENNSYLVANICA,OAKRIDGE,1998-01-05
TRIACANTHOS,OAKRIDGE,1998-01-05
RUBRUM,SUNSET,2008-11-09
RUBRUM,SUNSET,2008-11-09
RUBRUM,SUNSET,2008-11-09
RUBRUM,SUNSET,2008-11-09
ACERIFOLIA   X,OAKRIDGE,1997-01-07
BETULUS,OAKRIDGE,1999-04-21
BETULUS,OAKRIDGE,1999-04-21
BETULUS,OAKRIDGE,2000-01-24
BETULUS,OAKRIDGE,2000-01-24
BETULUS,OAKRIDGE,2000-01-24
RUBRUM,OAKRIDGE,1995-11-09
ROBUR,OAKRIDGE,1995-11-06
ROBUR,OAKRIDGE,1995-11-06
ROBUR,OAKRIDGE,1995-11-06
RUBRUM,OAKRIDGE,1995-11-06
CAMPESTRE,OAKRIDGE,2009-04-01
ROBUR,OAKRIDGE,1995-11-06
RUBRUM,OAKRIDGE,1995-11-06
X YEDOENSIS,OAKRIDGE,2009-02-06
PENNSYLVANICA,OAKRIDGE,1998-01-07
PENNSYLVANICA,OAKRIDGE,1998-01-07
CERASIFERA,OAKRIDGE,1997-11-27
CERASIFERA,OAKRIDGE,1997-11-27
XX,WEST POINT GREY,2013-03-05
VIRGINIANA,DUNBAR-SOUTHLANDS,2010-11-08
ARIA,OAKRIDGE,2005-01-31
ACERIFOLIA   X,KERRISDALE,2012-03-28
ARIA,OAKRIDGE,1996-11-19
ARIA,OAKRIDGE,1996-11-20
ORNUS,OAKRIDGE,2005-01-26
SERRULATA,MOUNT PLEASANT,2011-03-15
RETICULATA,WEST POINT GREY,2011-12-13
SERRULATA,ARBUTUS-RIDGE,2010-12-13
RETICULATA,KITSILANO,2011-11-30
RUBRUM,WEST POINT GREY,2010-11-08
KOUSA,OAKRIDGE,1998-04-28
KOUSA,OAKRIDGE,1998-04-28
SERRULATA,STRATHCONA,1998-03-18
SALICINA,KILLARNEY,2012-02-15
PLATANOIDES,GRANDVIEW-WOODLAND,2011-12-30
PENNSYLVANICA,STRATHCONA,1998-04-21
CALLERYANA,SUNSET,2007-02-12
RETICULATA,FAIRVIEW,2014-01-09
PLATANOIDES,GRANDVIEW-WOODLAND,2011-12-30
PLATANOIDES,GRANDVIEW-WOODLAND,2011-12-28
PLATANOIDES,GRANDVIEW-WOODLAND,2011-12-28
BETULUS,MOUNT PLEASANT,2006-11-24
BETULUS,MOUNT PLEASANT,2006-11-23
CALLERYANA,SUNSET,2007-02-09
CAMPESTRE,KITSILANO,2015-02-05
RUBRUM,STRATHCONA,1998-03-17
CALLERYANA,SUNSET,2007-02-14
RUBRUM,KERRISDALE,2015-01-21
RUBRUM,VICTORIA-FRASERVIEW,2015-02-10
CAMPESTRE,MOUNT PLEASANT,2006-11-24
BACCATA,STRATHCONA,2005-03-22
CALLERYANA,SUNSET,2007-02-09
BETULUS,HASTINGS-SUNRISE,2011-11-22
RUBRUM,VICTORIA-FRASERVIEW,2015-04-15
AMERICANA,HASTINGS-SUNRISE,2014-11-17
BETULUS,DOWNTOWN,2006-11-20
STYRACIFLUA,WEST POINT GREY,2007-02-21
STYRACIFLUA,WEST POINT GREY,2007-02-21
RUBRUM,STRATHCONA,2013-01-02
CERASIFERA,RILEY PARK,2015-03-09
SALICINA,KILLARNEY,2012-02-14
PLATANOIDES,STRATHCONA,1993-11-19
PLATANOIDES,GRANDVIEW-WOODLAND,2012-03-23
TRUNCATUM,STRATHCONA,2013-01-02
CALLERYANA,MOUNT PLEASANT,2006-11-24
XX,STRATHCONA,1995-05-15
XX,STRATHCONA,1995-05-15
XX,STRATHCONA,2013-01-02
XX,STRATHCONA,2013-01-02
TRUNCATUM,STRATHCONA,2013-01-02
TRUNCATUM,STRATHCONA,2013-01-02
CAMPESTRE,MOUNT PLEASANT,2006-11-24
CAMPESTRE,MOUNT PLEASANT,2006-11-24
TRUNCATUM,STRATHCONA,2013-01-02
TRUNCATUM,STRATHCONA,2013-01-02
CALLERYANA,MOUNT PLEASANT,2006-11-24
BETULUS,MOUNT PLEASANT,2006-11-24
SERRULATA,WEST POINT GREY,2006-11-21
SERRULATA,MOUNT PLEASANT,2006-11-23
CALLERYANA,STRATHCONA,1995-01-27
BETULUS,SOUTH CAMBIE,2006-11-24
BETULUS,MOUNT PLEASANT,2006-11-24
CALLERYANA,SUNSET,2007-02-14
CALLERYANA,MOUNT PLEASANT,2006-11-24
CALLERYANA,SUNSET,2007-02-13
BETULUS,MOUNT PLEASANT,2006-11-24
BETULUS,MOUNT PLEASANT,2006-11-24
CALLERYANA,SUNSET,2007-02-12
BETULUS,MOUNT PLEASANT,2006-11-24
BETULUS,MOUNT PLEASANT,2006-11-24
CERASIFERA,SUNSET,2015-01-02
RETICULATA,WEST POINT GREY,2011-12-13
BETULUS,MOUNT PLEASANT,2006-11-24
PLATANOIDES,DUNBAR-SOUTHLANDS,2012-02-27
PERSICA,KERRISDALE,2014-11-12
BILOBA,HASTINGS-SUNRISE,2018-01-19
SERRULATA,KILLARNEY,2012-04-04
TRUNCATUM,RILEY PARK,2015-02-16
CALLERYANA,SUNSET,2007-02-09
CALLERYANA,SUNSET,2007-02-09
CALLERYANA,SUNSET,2007-02-09
FREEMANI   X,MOUNT PLEASANT,2007-02-24
PLATANOIDES,STRATHCONA,1999-03-16
RUBRUM,STRATHCONA,2005-02-01
SYLVATICA,HASTINGS-SUNRISE,2008-12-03
PERSICA,STRATHCONA,2014-01-10
PERSICA,STRATHCONA,2014-01-10
VIRGINIANA,MOUNT PLEASANT,1994-02-14
PERSICA,SUNSET,2012-11-05
BETULUS,RENFREW-COLLINGWOOD,1996-10-18
BETULUS,RENFREW-COLLINGWOOD,1996-10-18
BETULUS,RENFREW-COLLINGWOOD,1996-10-18
BETULUS,RENFREW-COLLINGWOOD,1996-10-18
SYLVATICA,VICTORIA-FRASERVIEW,2014-03-26
X YEDOENSIS,RENFREW-COLLINGWOOD,1999-03-22
X YEDOENSIS,RENFREW-COLLINGWOOD,2004-11-29
TRUNCATUM,RENFREW-COLLINGWOOD,2005-03-08
TRUNCATUM,RENFREW-COLLINGWOOD,2005-03-08
SYLVATICA,DUNBAR-SOUTHLANDS,2007-04-13
FREEMANI   X,HASTINGS-SUNRISE,1998-03-04
RETICULATA,RENFREW-COLLINGWOOD,2006-02-03
AMERICANA,RENFREW-COLLINGWOOD,1995-03-23
RETICULATA,WEST POINT GREY,2011-12-13
RETICULATA,WEST POINT GREY,2011-12-13
RETICULATA,WEST POINT GREY,2011-12-13
PLATANOIDES,FAIRVIEW,2012-02-23
FREEMANI   X,WEST END,2009-03-30
EXCELSIOR,RENFREW-COLLINGWOOD,1996-10-21
EXCELSIOR,RENFREW-COLLINGWOOD,1996-10-21
CALLERYANA,MOUNT PLEASANT,2007-04-06
BETULUS,RENFREW-COLLINGWOOD,1998-12-29
BETULUS,RENFREW-COLLINGWOOD,1998-12-29
SERRULATA,KITSILANO,1999-02-15
PLATANOIDES,WEST POINT GREY,1999-02-18
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,1996-04-11
FREEMANI   X,HASTINGS-SUNRISE,2009-01-22
SYLVATICA,RENFREW-COLLINGWOOD,2005-01-27
X YEDOENSIS,DUNBAR-SOUTHLANDS,2010-11-16
CAPPADOCICUM,SUNSET,1999-11-02
ACERIFOLIA   X,RENFREW-COLLINGWOOD,1997-12-05
ACERIFOLIA   X,RENFREW-COLLINGWOOD,1997-12-05
RUBRUM,RENFREW-COLLINGWOOD,1997-04-02
PALMATUM,RENFREW-COLLINGWOOD,2000-11-20
RUBRUM,KILLARNEY,2012-12-07
RUBRUM,DOWNTOWN,2012-11-22
AMERICANA,RENFREW-COLLINGWOOD,2003-02-26
AMERICANA,RENFREW-COLLINGWOOD,2003-02-26
RETICULATA,RENFREW-COLLINGWOOD,2005-01-17
RETICULATA,RENFREW-COLLINGWOOD,2005-01-17
CERASIFERA,MARPOLE,2011-03-02
XX,KENSINGTON-CEDAR COTTAGE,2012-03-10
RETICULATA,RENFREW-COLLINGWOOD,2005-01-17
RETICULATA,RENFREW-COLLINGWOOD,2005-01-17
ORNUS,RENFREW-COLLINGWOOD,2004-11-03
ORNUS,RENFREW-COLLINGWOOD,2004-11-03
ORNUS,RENFREW-COLLINGWOOD,2004-11-03
RETICULATA,RENFREW-COLLINGWOOD,2004-01-24
RETICULATA,RENFREW-COLLINGWOOD,2005-02-17
PENNSYLVANICA,RENFREW-COLLINGWOOD,1993-11-15
PENNSYLVANICA,RENFREW-COLLINGWOOD,1993-11-01
X YEDOENSIS,RENFREW-COLLINGWOOD,1996-10-25
X YEDOENSIS,RENFREW-COLLINGWOOD,1996-10-24
PENNSYLVANICA,RENFREW-COLLINGWOOD,1998-02-25
SYLVATICA,RENFREW-COLLINGWOOD,2001-11-22
RETICULATA,RENFREW-COLLINGWOOD,2001-12-13
CERASIFERA,RENFREW-COLLINGWOOD,2005-03-16
SYLVATICA,RENFREW-COLLINGWOOD,1997-12-01
SYLVATICA,RENFREW-COLLINGWOOD,1997-12-01
XX,KENSINGTON-CEDAR COTTAGE,1997-12-02
BETULUS,RENFREW-COLLINGWOOD,1997-12-05
CERASIFERA,KILLARNEY,1998-05-04
ACERIFOLIA   X,RENFREW-COLLINGWOOD,1997-12-08
ACERIFOLIA   X,RENFREW-COLLINGWOOD,1997-12-08
CAMPESTRE,ARBUTUS-RIDGE,2008-03-19
CERASIFERA,DUNBAR-SOUTHLANDS,2000-02-18
PSEUDOACACIA,DUNBAR-SOUTHLANDS,1996-03-19
X YEDOENSIS,DUNBAR-SOUTHLANDS,1996-03-19
X YEDOENSIS,OAKRIDGE,2009-02-06
AMERICANA,VICTORIA-FRASERVIEW,2011-03-02
CERASIFERA,KENSINGTON-CEDAR COTTAGE,1998-01-20
PLATANOIDES,DUNBAR-SOUTHLANDS,1995-04-19
CERASIFERA,KENSINGTON-CEDAR COTTAGE,1995-03-16
PLATANOIDES,VICTORIA-FRASERVIEW,1993-12-29
PLATANOIDES,VICTORIA-FRASERVIEW,1993-12-29
PLATANOIDES,VICTORIA-FRASERVIEW,1993-12-29
PLATANOIDES,VICTORIA-FRASERVIEW,1993-12-29
FREEMANI   X,VICTORIA-FRASERVIEW,1994-01-10
RUBRUM,KERRISDALE,2008-01-31
THURINGIACA   X,ARBUTUS-RIDGE,2000-02-11
BETULUS,KENSINGTON-CEDAR COTTAGE,2013-11-19
SYLVATICA,WEST END,1996-12-19
AUCUPARIA,HASTINGS-SUNRISE,2008-01-25
RUBRUM,ARBUTUS-RIDGE,2009-11-05
SERRULATA,OAKRIDGE,2009-11-24
FREEMANI   X,MOUNT PLEASANT,2009-12-16
RUBRUM,VICTORIA-FRASERVIEW,2012-01-12
PLATANOIDES,SHAUGHNESSY,2004-02-19
PLATANOIDES,SHAUGHNESSY,2003-01-17
PLATANOIDES,SHAUGHNESSY,2003-01-17
SYLVATICA,RENFREW-COLLINGWOOD,1998-01-30
FREEMANI   X,MOUNT PLEASANT,2009-12-16
FREEMANI   X,MOUNT PLEASANT,2009-12-16
XX,WEST POINT GREY,1999-04-27
AMERICANA,KILLARNEY,1999-11-12
FREEMANI   X,MOUNT PLEASANT,2009-12-16
CAMPESTRE,RENFREW-COLLINGWOOD,2008-03-20
X YEDOENSIS,RENFREW-COLLINGWOOD,2014-12-15
PLATANOIDES,SHAUGHNESSY,2012-03-15
MORDENSIS,KENSINGTON-CEDAR COTTAGE,2007-05-08
ACERIFOLIA   X,RENFREW-COLLINGWOOD,1998-02-25
ACERIFOLIA   X,RENFREW-COLLINGWOOD,1998-02-25
CALLERYANA,KENSINGTON-CEDAR COTTAGE,1998-11-18
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,1998-11-17
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,1998-11-17
BETULUS,VICTORIA-FRASERVIEW,2006-05-12
AUCUPARIA,KERRISDALE,2007-05-07
ORNUS,VICTORIA-FRASERVIEW,2005-01-25
ORNUS,VICTORIA-FRASERVIEW,2005-01-25
AUCUPARIA,KERRISDALE,2007-05-08
AUCUPARIA,KERRISDALE,2007-05-08
PSEUDOACACIA,VICTORIA-FRASERVIEW,1996-11-08
ORNUS,VICTORIA-FRASERVIEW,2005-01-19
ORNUS,VICTORIA-FRASERVIEW,2005-03-08
PLATANOIDES,SHAUGHNESSY,2012-03-15
PLATANOIDES,KENSINGTON-CEDAR COTTAGE,2005-02-11
SERRULATA,DUNBAR-SOUTHLANDS,1990-03-23
RUBRUM,SUNSET,2011-11-07
FREEMANI   X,MOUNT PLEASANT,2009-12-16
FREEMANI   X,MOUNT PLEASANT,2009-12-16
RETICULATA,RENFREW-COLLINGWOOD,2007-01-22
CALLERYANA,DOWNTOWN,1995-04-10
CALLERYANA,DOWNTOWN,1995-04-10
FREEMANI   X,DOWNTOWN,2007-04-26
FREEMANI   X,MOUNT PLEASANT,2009-12-16
EXCELSIOR,RENFREW-COLLINGWOOD,1999-03-25
FREEMANI   X,MOUNT PLEASANT,2009-12-16
FREEMANI   X,MOUNT PLEASANT,2009-12-16
TRIACANTHOS,ARBUTUS-RIDGE,1999-04-19
TRIACANTHOS,ARBUTUS-RIDGE,1999-04-19
TRIACANTHOS,ARBUTUS-RIDGE,1999-04-19
TRIACANTHOS,ARBUTUS-RIDGE,1999-04-19
PLATANOIDES,SHAUGHNESSY,2012-03-16
PLATANOIDES,ARBUTUS-RIDGE,1994-03-24
RUBRUM,RENFREW-COLLINGWOOD,2014-12-15
CALLERYANA,VICTORIA-FRASERVIEW,1994-02-22
CALLERYANA,VICTORIA-FRASERVIEW,1994-02-22
CALLERYANA,VICTORIA-FRASERVIEW,1994-02-22
ACERIFOLIA   X,VICTORIA-FRASERVIEW,1998-02-25
ACERIFOLIA   X,VICTORIA-FRASERVIEW,1998-02-25
CALLERYANA,VICTORIA-FRASERVIEW,1994-02-22
RETICULATA,KENSINGTON-CEDAR COTTAGE,2011-02-08
BETULUS,GRANDVIEW-WOODLAND,1997-01-28
TRUNCATUM,RILEY PARK,2010-12-01
RUBRUM,KENSINGTON-CEDAR COTTAGE,2008-11-20
FREEMANI   X,RENFREW-COLLINGWOOD,2007-03-09
SYLVATICA,HASTINGS-SUNRISE,1998-03-16
X YEDOENSIS,RILEY PARK,2010-11-19
FREEMANI   X,MOUNT PLEASANT,2009-12-15
PSEUDOACACIA,VICTORIA-FRASERVIEW,1998-11-17
AMERICANA,VICTORIA-FRASERVIEW,2001-11-23
ORNUS,VICTORIA-FRASERVIEW,2005-01-19
CORDATA,VICTORIA-FRASERVIEW,1997-02-17
CAPPADOCICUM,VICTORIA-FRASERVIEW,1999-12-02
CERASIFERA,RILEY PARK,2008-04-08
SERRULATA,KENSINGTON-CEDAR COTTAGE,2008-04-08
CALLERYANA,STRATHCONA,2005-03-21
CALLERYANA,STRATHCONA,2005-03-21
PALMATUM,RENFREW-COLLINGWOOD,2010-12-13
PALMATUM,RENFREW-COLLINGWOOD,2010-12-13
PALMATUM,RENFREW-COLLINGWOOD,2010-12-13
RUBRUM,SOUTH CAMBIE,2012-02-10
CALLERYANA,KITSILANO,2001-04-03
CALLERYANA,KITSILANO,2001-04-03
CALLERYANA,KITSILANO,2001-04-03
FREEMANI   X,RILEY PARK,2001-02-09
RUBRUM,KENSINGTON-CEDAR COTTAGE,2005-01-13
AMERICANA,GRANDVIEW-WOODLAND,2012-01-27
TRUNCATUM,SUNSET,1998-11-12
PENNSYLVANICA,SUNSET,1998-02-16
PLATANOIDES,SUNSET,1997-03-13
AUCUPARIA,SUNSET,2005-03-17
PENNSYLVANICA,OAKRIDGE,1998-01-12
AMERICANA,OAKRIDGE,2000-01-21
ACERIFOLIA   X,MARPOLE,1999-03-31
AMERICANA,MARPOLE,2000-03-16
PENNSYLVANICA,MARPOLE,1998-04-03
AMERICANA,MARPOLE,2000-03-17
AMERICANA,MARPOLE,2000-03-15
X YEDOENSIS,MARPOLE,2002-03-28
ORNUS,KILLARNEY,2004-11-23
CERASIFERA,MARPOLE,2014-11-20
ZUMI,GRANDVIEW-WOODLAND,2001-02-23
CERASIFERA,RENFREW-COLLINGWOOD,2011-03-07
RETICULATA,FAIRVIEW,2008-12-03
RETICULATA,FAIRVIEW,2008-12-03
RETICULATA,FAIRVIEW,2008-12-03
RETICULATA,FAIRVIEW,2008-12-02
RETICULATA,FAIRVIEW,2008-12-02
RUBRUM,VICTORIA-FRASERVIEW,2008-10-29
RUBRUM,VICTORIA-FRASERVIEW,2008-10-29
CERASIFERA,KENSINGTON-CEDAR COTTAGE,1993-04-18
RUBRUM,VICTORIA-FRASERVIEW,2008-10-30
RUBRUM,VICTORIA-FRASERVIEW,2008-10-30
PERSICA,MOUNT PLEASANT,2008-02-04
PLATANOIDES,SOUTH CAMBIE,2008-11-18
PLATANOIDES,SOUTH CAMBIE,2008-11-19
PLATANOIDES,SOUTH CAMBIE,2008-11-19
PLATANOIDES,SOUTH CAMBIE,2008-11-18
PLATANOIDES,SOUTH CAMBIE,2008-11-18
PLATANOIDES,SOUTH CAMBIE,2008-11-18
FREEMANI   X,SOUTH CAMBIE,2008-11-04
FREEMANI   X,SOUTH CAMBIE,2008-11-04
PERSICA,MOUNT PLEASANT,2008-02-04
FREEMANI   X,HASTINGS-SUNRISE,2008-02-01
TRUNCATUM,HASTINGS-SUNRISE,2008-02-01
RUBRUM,SUNSET,2008-02-06
TRUNCATUM,OAKRIDGE,2008-02-01
TRUNCATUM,OAKRIDGE,2008-02-01
TRUNCATUM,OAKRIDGE,2008-02-01
TRUNCATUM,OAKRIDGE,2008-02-01
CERASIFERA,HASTINGS-SUNRISE,2005-03-07
ORNUS,HASTINGS-SUNRISE,2004-12-14
SYLVATICA,HASTINGS-SUNRISE,2008-02-04
FREEMANI   X,RILEY PARK,2007-01-16
CALLERYANA,SUNSET,2007-02-06
FREEMANI   X,MOUNT PLEASANT,2007-01-05
XX,SUNSET,2008-02-01
SYLVATICA,RENFREW-COLLINGWOOD,2007-01-29
RETICULATA,HASTINGS-SUNRISE,2012-01-25
RETICULATA,HASTINGS-SUNRISE,2012-01-25
PLATANOIDES,RENFREW-COLLINGWOOD,2008-01-15
PLATANOIDES,RENFREW-COLLINGWOOD,2008-01-15
PLATANOIDES,RENFREW-COLLINGWOOD,2008-01-15
PLATANOIDES,RENFREW-COLLINGWOOD,2008-01-15
FREEMANI   X,MOUNT PLEASANT,2007-01-05
FREEMANI   X,MOUNT PLEASANT,2007-01-08
PLATANOIDES,RENFREW-COLLINGWOOD,2008-01-15
PLATANOIDES,SHAUGHNESSY,2012-03-19
RUBRUM,SHAUGHNESSY,2011-11-16
FREEMANI   X,MOUNT PLEASANT,2009-12-14
AMERICANA,VICTORIA-FRASERVIEW,1999-11-22
TRUNCATUM,RENFREW-COLLINGWOOD,2007-01-23
ORNUS,MOUNT PLEASANT,2005-03-10
PSEUDOACACIA,KENSINGTON-CEDAR COTTAGE,1997-12-12
PSEUDOACACIA,KENSINGTON-CEDAR COTTAGE,1997-12-12
SYLVATICA,HASTINGS-SUNRISE,2008-02-04
CORDATA,RENFREW-COLLINGWOOD,1997-02-28
RETICULATA,RENFREW-COLLINGWOOD,1997-03-03
RUBRUM,GRANDVIEW-WOODLAND,2005-03-01
SYLVATICA,HASTINGS-SUNRISE,2008-02-04
FREEMANI   X,GRANDVIEW-WOODLAND,1997-11-10
PLATANOIDES,SOUTH CAMBIE,2009-12-14
PLATANOIDES,SOUTH CAMBIE,2008-11-20
PLATANOIDES,SOUTH CAMBIE,2008-11-20
FREEMANI   X,SOUTH CAMBIE,2008-11-06
PLATANOIDES,RILEY PARK,2008-11-19
PLATANOIDES,RILEY PARK,2008-11-06
FREEMANI   X,RILEY PARK,2008-11-06
PLATANOIDES,RILEY PARK,2008-11-21
PLATANOIDES,RILEY PARK,2008-11-21
PLATANOIDES,RILEY PARK,2008-10-31
PLATANOIDES,RILEY PARK,2008-10-31
PLATANOIDES,RILEY PARK,2008-10-31
FREEMANI   X,HASTINGS-SUNRISE,2006-03-24
FREEMANI   X,RILEY PARK,2008-10-31
FREEMANI   X,RILEY PARK,2008-11-03
PLATANOIDES,RILEY PARK,2008-11-03
TRUNCATUM,HASTINGS-SUNRISE,2004-12-21
PLATANOIDES,KITSILANO,2010-01-27
PLATANOIDES,KITSILANO,2010-01-27
PLATANOIDES,KITSILANO,2010-01-27
CERASIFERA,HASTINGS-SUNRISE,2002-02-27
SYLVATICA,HASTINGS-SUNRISE,2008-02-04
PLATANOIDES,RENFREW-COLLINGWOOD,2008-01-15
PLATANOIDES,RENFREW-COLLINGWOOD,2008-01-16
CERASIFERA,MARPOLE,2009-03-30
CERASIFERA,RILEY PARK,2008-01-16
PLATANOIDES,RENFREW-COLLINGWOOD,2008-01-16
PLATANOIDES,KERRISDALE,2009-12-09
CALLERYANA,MARPOLE,2005-02-23
RUBRUM,MARPOLE,1997-06-06
SYLVATICA,HASTINGS-SUNRISE,2008-02-04
CERASIFERA,GRANDVIEW-WOODLAND,2001-03-08
FREEMANI   X,HASTINGS-SUNRISE,2009-01-22
SERRULATA,HASTINGS-SUNRISE,1990-03-21
X YEDOENSIS,VICTORIA-FRASERVIEW,2010-02-23
CAPPADOCICUM,HASTINGS-SUNRISE,1999-11-29
CAPPADOCICUM,HASTINGS-SUNRISE,1999-11-29
CERASIFERA,OAKRIDGE,1997-03-06
ORNUS,MARPOLE,2005-02-24
ORNUS,MARPOLE,2005-02-24
ORNUS,MARPOLE,2005-02-24
BETULUS,KITSILANO,2000-01-01
BETULUS,SOUTH CAMBIE,2008-02-20
RUBRUM,FAIRVIEW,2008-02-20
PLATANOIDES,GRANDVIEW-WOODLAND,1993-12-22
ACERIFOLIA   X,GRANDVIEW-WOODLAND,2001-02-15
PENNSYLVANICA,MARPOLE,1998-04-14
RUBRUM,KENSINGTON-CEDAR COTTAGE,2013-02-12
SYLVATICA,KENSINGTON-CEDAR COTTAGE,1997-12-22
BETULUS,GRANDVIEW-WOODLAND,2011-11-24
STYRACIFLUA,SUNSET,2005-02-15
X YEDOENSIS,SUNSET,2009-03-18
PLATANOIDES,HASTINGS-SUNRISE,1999-02-01
XX,KERRISDALE,2008-02-20
KOUSA,WEST POINT GREY,2013-01-09
ORNUS,DUNBAR-SOUTHLANDS,2008-02-21
CAMPESTRE,ARBUTUS-RIDGE,2008-02-19
PLATANOIDES,ARBUTUS-RIDGE,2008-02-20
RUBRUM,FAIRVIEW,2008-02-13
RETICULATA,RENFREW-COLLINGWOOD,2005-01-18
RETICULATA,RENFREW-COLLINGWOOD,2005-01-13
RETICULATA,RENFREW-COLLINGWOOD,2005-01-13
RETICULATA,RENFREW-COLLINGWOOD,2005-02-17
PLATANOIDES,RENFREW-COLLINGWOOD,2001-11-22
RUBRUM,KENSINGTON-CEDAR COTTAGE,2013-02-12
RUBRUM,GRANDVIEW-WOODLAND,2010-01-06
BETULUS,KILLARNEY,2012-01-04
PENNSYLVANICA,SUNSET,1998-02-24
BETULUS,KENSINGTON-CEDAR COTTAGE,2001-02-27
